X.,Region,variable
7c0171540e5cfe09e3a96aa5b8a027e4,Peru,Chelicerata.Arachnida
d32d9f1498f0de114f6db70a7a1fa81f,"Uttar Pradesh,India",Chelicerata.Arachnida
aae4627db1c98954c73b3a0c7b3e2e09,Scotland,Chelicerata.Arachnida
be94b6df4b8d0553f4a76b64bb8f2d63,Italy,Chelicerata.Arachnida
be94b6df4b8d0553f4a76b64bb8f2d63,Austria,Chelicerata.Arachnida
0b0ef923c9de000992d9aac4b5f4e3c5,France,Chelicerata.Arachnida
9a5ac10d2393eb12d52f4922c164e4ec,"Paris, France",Chelicerata.Arachnida
704a164ca0aeaf5913556bf97472e411,USA,Chelicerata.Arachnida
bdbeadd1fb4eb419ed841d69a224ae14,Germany,Chelicerata.Arachnida
d631462afd91b26f9ec66e68c4edaa4a,UK,Chelicerata.Arachnida
ccf55cc9478d2e506326a0bab42abed7,Greece,Chelicerata.Arachnida
d6e7f43e6e2920ed29e878acc8d8916d,Israel,Chelicerata.Arachnida
fd46284932963cd94f7144940cdd1ac2,Global,Chelicerata.Arachnida
9a0559835205c7ea136f7c1d1b13e9a0,Northern Alaska,Chelicerata.Arachnida
772602a80c24f8044dacbb7ba49aec6f,North Carolina,Chelicerata.Arachnida
4919fb869b6faf22c12e568677dd0e32,Spain,Chelicerata.Arachnida
d94782d9e4fe8014fc7e2a807bb13115,UK,Chelicerata.Arachnida
e54d7e78121d12950d96efe005db1202,New York State,Chelicerata.Arachnida
ef398835a0b8961d09597f4ac9f86c55,Eastern Canada,Chelicerata.Arachnida
afe3ac55455f0e28b592a8bf8f8f370d,Europe,Chelicerata.Arachnida
afe3ac55455f0e28b592a8bf8f8f370d,French Guyana,Chelicerata.Arachnida
0dcbca2a4f20803009348e290a42f10b,Norway,Chelicerata.Arachnida
0dcbca2a4f20803009348e290a42f10b,Sweden,Chelicerata.Arachnida
0dcbca2a4f20803009348e290a42f10b,Svalbard,Chelicerata.Arachnida
0dcbca2a4f20803009348e290a42f10b,Australia,Chelicerata.Arachnida
0dcbca2a4f20803009348e290a42f10b,New Zealand,Chelicerata.Arachnida
0dcbca2a4f20803009348e290a42f10b,Antarctica,Chelicerata.Arachnida
0dcbca2a4f20803009348e290a42f10b,Falkland Islands,Chelicerata.Arachnida
32cf5956352015395b9010abe4ce0dbb,Quebec,Chelicerata.Arachnida
32cf5956352015395b9010abe4ce0dbb,Ontario,Chelicerata.Arachnida
32cf5956352015395b9010abe4ce0dbb,"British Columbia, Canada",Chelicerata.Arachnida
2359e8d5f9d46b3628b154dd42cb2252,Kansas,Chelicerata.Arachnida
51f1aacd02d2b56873723146145bd6b7,Sweden,Chelicerata.Arachnida
de89a5fc15594362f7177a61c48284ca,Netherlands,Chelicerata.Arachnida
5b74c9f91a6dfdc491dfab4af43fb9ca,Spain,Chelicerata.Arachnida
22394dff12b455b936012bf4d28c0559,Spain,Chelicerata.Arachnida
bb3f15067cad745105377f3688f270be,Avignon,Chelicerata.Arachnida
028dbba4111983608fb0370e3cf77ad4,Denmark,Chelicerata.Arachnida
4cc3477fb614d1c8954c13615373c262,Brazil,Chelicerata.Arachnida
f37a2a25345b0048507e4c526c1976ff,UK,Chelicerata.Arachnida
bb0128c32a03710360a37cf29a29231b,Netherlands,Myriapoda
91f717704a1583c59a7a9f1bfcb482da,France,Myriapoda
6de126eed9fa80bfdb579f5ad2aa8fda,Algeria,Myriapoda
1a8cf1ba3ac13639ee49daf3489d2f24,Amazon Rainforest,Myriapoda
3818440850a60d15cae3051f5b294ffd,Global,Myriapoda
5efedac6fc44c5f0e82651ab942ef3f7,Austria,Myriapoda
5efedac6fc44c5f0e82651ab942ef3f7,Italy,Myriapoda
7c0171540e5cfe09e3a96aa5b8a027e4,Bolivia,Myriapoda
7c0171540e5cfe09e3a96aa5b8a027e4,California,Myriapoda
7c0171540e5cfe09e3a96aa5b8a027e4,Colombia,Myriapoda
7c0171540e5cfe09e3a96aa5b8a027e4,Colorado,Myriapoda
7c0171540e5cfe09e3a96aa5b8a027e4,Ecuador,Myriapoda
7c0171540e5cfe09e3a96aa5b8a027e4,El Salvador,Myriapoda
7c0171540e5cfe09e3a96aa5b8a027e4,Nicaragua,Myriapoda
7c0171540e5cfe09e3a96aa5b8a027e4,Peru,Myriapoda
be94b6df4b8d0553f4a76b64bb8f2d63,Austria,Myriapoda
be94b6df4b8d0553f4a76b64bb8f2d63,Italy,Myriapoda
e1305bc17c6437b59c5bf31db87db310,"Komi Republic, Russia",Myriapoda
9a5ac10d2393eb12d52f4922c164e4ec,"Paris, France",Myriapoda
704a164ca0aeaf5913556bf97472e411,USA,Myriapoda
bdbeadd1fb4eb419ed841d69a224ae14,Germany,Myriapoda
ccf55cc9478d2e506326a0bab42abed7,Greece,Myriapoda
d6e7f43e6e2920ed29e878acc8d8916d,Israel,Myriapoda
fd46284932963cd94f7144940cdd1ac2,Global,Myriapoda
4919fb869b6faf22c12e568677dd0e32,Spain,Myriapoda
e54d7e78121d12950d96efe005db1202,New York State,Myriapoda
afe3ac55455f0e28b592a8bf8f8f370d,Europe,Myriapoda
afe3ac55455f0e28b592a8bf8f8f370d,French Guyana,Myriapoda
dc0b79d81469e6b6940166227ee9129b,Netherlands,Myriapoda
de89a5fc15594362f7177a61c48284ca,Netherlands,Myriapoda
b395a6c646fdfe690aa9c69558c43a36,Sweden,Myriapoda
b395a6c646fdfe690aa9c69558c43a36,UK,Myriapoda
b395a6c646fdfe690aa9c69558c43a36,Svalbard ,Myriapoda
5b74c9f91a6dfdc491dfab4af43fb9ca,Spain,Myriapoda
22394dff12b455b936012bf4d28c0559,Spain,Myriapoda
4cc3477fb614d1c8954c13615373c262,Brazil,Myriapoda
f37a2a25345b0048507e4c526c1976ff,UK,Myriapoda
91f717704a1583c59a7a9f1bfcb482da,France,Crustacea.Malacostracea
6de126eed9fa80bfdb579f5ad2aa8fda,Algeria,Crustacea.Malacostracea
1a8cf1ba3ac13639ee49daf3489d2f24,Amazon Rainforest,Crustacea.Malacostracea
3818440850a60d15cae3051f5b294ffd,Global,Crustacea.Malacostracea
09221bac01983c58b495131e1446e7f2,Gelderland,Crustacea.Malacostracea
7c0171540e5cfe09e3a96aa5b8a027e4,Bolivia,Crustacea.Malacostracea
7c0171540e5cfe09e3a96aa5b8a027e4,California,Crustacea.Malacostracea
7c0171540e5cfe09e3a96aa5b8a027e4,Colombia,Crustacea.Malacostracea
7c0171540e5cfe09e3a96aa5b8a027e4,Colorado,Crustacea.Malacostracea
7c0171540e5cfe09e3a96aa5b8a027e4,Ecuador,Crustacea.Malacostracea
7c0171540e5cfe09e3a96aa5b8a027e4,El Salvador,Crustacea.Malacostracea
7c0171540e5cfe09e3a96aa5b8a027e4,Nicaragua,Crustacea.Malacostracea
7c0171540e5cfe09e3a96aa5b8a027e4,Peru,Crustacea.Malacostracea
d32d9f1498f0de114f6db70a7a1fa81f,"Uttar Pradesh,India",Crustacea.Malacostracea
9076cb00f2c1c60c1ec4b3fd9a9fccc6,Hungary,Crustacea.Malacostracea
9a5ac10d2393eb12d52f4922c164e4ec,"Paris, France",Crustacea.Malacostracea
704a164ca0aeaf5913556bf97472e411,USA,Crustacea.Malacostracea
bdbeadd1fb4eb419ed841d69a224ae14,Germany,Crustacea.Malacostracea
ccf55cc9478d2e506326a0bab42abed7,Greece,Crustacea.Malacostracea
d6e7f43e6e2920ed29e878acc8d8916d,Israel,Crustacea.Malacostracea
fd46284932963cd94f7144940cdd1ac2,Global,Crustacea.Malacostracea
948dab4bc99187b342c7ee1ff11beee8,Former Soviet Union ,Crustacea.Malacostracea
4919fb869b6faf22c12e568677dd0e32,Spain,Crustacea.Malacostracea
afe3ac55455f0e28b592a8bf8f8f370d,Europe,Crustacea.Malacostracea
afe3ac55455f0e28b592a8bf8f8f370d,French Guyana,Crustacea.Malacostracea
dc0b79d81469e6b6940166227ee9129b,Netherlands,Crustacea.Malacostracea
de89a5fc15594362f7177a61c48284ca,Netherlands,Crustacea.Malacostracea
22394dff12b455b936012bf4d28c0559,Spain,Crustacea.Malacostracea
4cc3477fb614d1c8954c13615373c262,Brazil,Crustacea.Malacostracea
f37a2a25345b0048507e4c526c1976ff,UK,Crustacea.Malacostracea
c3ab0d68ba2ad49943a942af3c7708e2,USA,Crustacea.Malacostracea
a61abb54db9cb13ae849742fe76325c2,Americas,Hexapoda.Ectognatha.Insecta
a61abb54db9cb13ae849742fe76325c2,Caribbean ,Hexapoda.Ectognatha.Insecta
bb0128c32a03710360a37cf29a29231b,Netherlands,Hexapoda.Ectognatha.Insecta
d1fe4d5aaf39fe59a78625e5ae9d8e2e,Europe,Hexapoda.Ectognatha.Insecta
91f717704a1583c59a7a9f1bfcb482da,France,Hexapoda.Ectognatha.Insecta
6de126eed9fa80bfdb579f5ad2aa8fda,Algeria,Hexapoda.Ectognatha.Insecta
1a8cf1ba3ac13639ee49daf3489d2f24,Amazon Rainforest,Hexapoda.Ectognatha.Insecta
3818440850a60d15cae3051f5b294ffd,Global,Hexapoda.Ectognatha.Insecta
232c5284b74ae5356fafefa17e128af8,Ecuador,Hexapoda.Ectognatha.Insecta
3e7eebbb996aebb069263ee6c5a85523,Russia,Hexapoda.Ectognatha.Insecta
3e7eebbb996aebb069263ee6c5a85523,Finland,Hexapoda.Ectognatha.Insecta
100ee56d9685f983f19fb4bca057244f,"Australia, Solomon Islands",Hexapoda.Ectognatha.Insecta
5efedac6fc44c5f0e82651ab942ef3f7,"Stubai Valley, Tyrol, Austria (Central Alps), Matsch Valley, South Tyrol, Italy (Central Alps), Madritsch Valley, South Tyrol, Italy (Southern Alps)",Hexapoda.Ectognatha.Insecta
7c0171540e5cfe09e3a96aa5b8a027e4,Bolivia,Hexapoda.Ectognatha.Insecta
7c0171540e5cfe09e3a96aa5b8a027e4,California,Hexapoda.Ectognatha.Insecta
7c0171540e5cfe09e3a96aa5b8a027e4,Colombia,Hexapoda.Ectognatha.Insecta
7c0171540e5cfe09e3a96aa5b8a027e4,Colorado,Hexapoda.Ectognatha.Insecta
7c0171540e5cfe09e3a96aa5b8a027e4,Ecuador,Hexapoda.Ectognatha.Insecta
7c0171540e5cfe09e3a96aa5b8a027e4,El Salvador,Hexapoda.Ectognatha.Insecta
7c0171540e5cfe09e3a96aa5b8a027e4,Nicaragua,Hexapoda.Ectognatha.Insecta
7c0171540e5cfe09e3a96aa5b8a027e4,Peru,Hexapoda.Ectognatha.Insecta
d32d9f1498f0de114f6db70a7a1fa81f,"Uttar Pradesh,India",Hexapoda.Ectognatha.Insecta
be94b6df4b8d0553f4a76b64bb8f2d63,Italy,Hexapoda.Ectognatha.Insecta
be94b6df4b8d0553f4a76b64bb8f2d63,Austria,Hexapoda.Ectognatha.Insecta
e1305bc17c6437b59c5bf31db87db310,"Komi Republic, Russia",Hexapoda.Ectognatha.Insecta
0b0ef923c9de000992d9aac4b5f4e3c5,France,Hexapoda.Ectognatha.Insecta
9a5ac10d2393eb12d52f4922c164e4ec,"Paris, France",Hexapoda.Ectognatha.Insecta
704a164ca0aeaf5913556bf97472e411,USA,Hexapoda.Ectognatha.Insecta
31b746d4c6d919992a21633c4d99db50,Eastern United States,Hexapoda.Ectognatha.Insecta
5ff9a4b60b58c3c5842903e49961349c,Costa Rica,Hexapoda.Ectognatha.Insecta
5ff9a4b60b58c3c5842903e49961349c,Mexico,Hexapoda.Ectognatha.Insecta
5ff9a4b60b58c3c5842903e49961349c,Guatemala,Hexapoda.Ectognatha.Insecta
5ff9a4b60b58c3c5842903e49961349c,Honduras,Hexapoda.Ectognatha.Insecta
5ff9a4b60b58c3c5842903e49961349c,Cuba,Hexapoda.Ectognatha.Insecta
5ff9a4b60b58c3c5842903e49961349c,Nicaragua,Hexapoda.Ectognatha.Insecta
ccf55cc9478d2e506326a0bab42abed7,Greece,Hexapoda.Ectognatha.Insecta
d6e7f43e6e2920ed29e878acc8d8916d,Israel,Hexapoda.Ectognatha.Insecta
fd46284932963cd94f7144940cdd1ac2,Global,Hexapoda.Ectognatha.Insecta
9a0559835205c7ea136f7c1d1b13e9a0,Northern Alaska,Hexapoda.Ectognatha.Insecta
948dab4bc99187b342c7ee1ff11beee8,Former Soviet Union ,Hexapoda.Ectognatha.Insecta
4919fb869b6faf22c12e568677dd0e32,Spain,Hexapoda.Ectognatha.Insecta
e54d7e78121d12950d96efe005db1202,New York State,Hexapoda.Ectognatha.Insecta
afe3ac55455f0e28b592a8bf8f8f370d,Europe,Hexapoda.Ectognatha.Insecta
afe3ac55455f0e28b592a8bf8f8f370d,French Guyana,Hexapoda.Ectognatha.Insecta
268472622c29ae22ff827296373c350f,SE Spain,Hexapoda.Ectognatha.Insecta
2359e8d5f9d46b3628b154dd42cb2252,Kansas,Hexapoda.Ectognatha.Insecta
51f1aacd02d2b56873723146145bd6b7,Sweden,Hexapoda.Ectognatha.Insecta
de89a5fc15594362f7177a61c48284ca,Netherlands,Hexapoda.Ectognatha.Insecta
5b74c9f91a6dfdc491dfab4af43fb9ca,Spain,Hexapoda.Ectognatha.Insecta
22394dff12b455b936012bf4d28c0559,Spain,Hexapoda.Ectognatha.Insecta
4cc3477fb614d1c8954c13615373c262,Brazil,Hexapoda.Ectognatha.Insecta
f37a2a25345b0048507e4c526c1976ff,UK,Hexapoda.Ectognatha.Insecta
c5b6c657ceeb7e849df669a5dd7349c8,India,Hexapoda.Ectognatha.Insecta
2fc18e62c6842606e7aa8a7f6ab09c0d,India,Hexapoda.Ectognatha.Insecta
73c7181d91a9a12224ff385cd841324e,Scandinavia,Hexapoda.Entognatha
73c7181d91a9a12224ff385cd841324e,Australia,Hexapoda.Entognatha
73c7181d91a9a12224ff385cd841324e,New Zealand,Hexapoda.Entognatha
73c7181d91a9a12224ff385cd841324e,Antarctica,Hexapoda.Entognatha
2148ee92819aa97a00e27076bb1f5c7d,"Komi Republic, Russia",Hexapoda.Entognatha
bb0128c32a03710360a37cf29a29231b,Netherlands,Hexapoda.Entognatha
91f717704a1583c59a7a9f1bfcb482da,France,Hexapoda.Entognatha
6de126eed9fa80bfdb579f5ad2aa8fda,Algeria,Hexapoda.Entognatha
1a8cf1ba3ac13639ee49daf3489d2f24,Amazon Rainforest,Hexapoda.Entognatha
3818440850a60d15cae3051f5b294ffd,Global,Hexapoda.Entognatha
77dccae2d83243d198636d1d202d8ee1,USA,Hexapoda.Entognatha
5efedac6fc44c5f0e82651ab942ef3f7,Austria,Hexapoda.Entognatha
5efedac6fc44c5f0e82651ab942ef3f7,Italy,Hexapoda.Entognatha
7c0171540e5cfe09e3a96aa5b8a027e4,Bolivia,Hexapoda.Entognatha
7c0171540e5cfe09e3a96aa5b8a027e4,California,Hexapoda.Entognatha
7c0171540e5cfe09e3a96aa5b8a027e4,Colombia,Hexapoda.Entognatha
7c0171540e5cfe09e3a96aa5b8a027e4,Colorado,Hexapoda.Entognatha
7c0171540e5cfe09e3a96aa5b8a027e4,Ecuador,Hexapoda.Entognatha
7c0171540e5cfe09e3a96aa5b8a027e4,El Salvador,Hexapoda.Entognatha
7c0171540e5cfe09e3a96aa5b8a027e4,Nicaragua,Hexapoda.Entognatha
7c0171540e5cfe09e3a96aa5b8a027e4,Peru,Hexapoda.Entognatha
788ad248e95d4fbcefa9618e318310b2,UK,Hexapoda.Entognatha
704a164ca0aeaf5913556bf97472e411,USA,Hexapoda.Entognatha
bdbeadd1fb4eb419ed841d69a224ae14,Germany,Hexapoda.Entognatha
d631462afd91b26f9ec66e68c4edaa4a,UK,Hexapoda.Entognatha
ccf55cc9478d2e506326a0bab42abed7,Greece,Hexapoda.Entognatha
d6e7f43e6e2920ed29e878acc8d8916d,Israel,Hexapoda.Entognatha
fd46284932963cd94f7144940cdd1ac2,Global,Hexapoda.Entognatha
25da1e18c1120b0b24960b34dc8a7fc8,Brazil,Hexapoda.Entognatha
4045bc474d3e1baa444002369a3ad579,Russia,Hexapoda.Entognatha
16aa9cfb6a15e9f350c3900c2192b0b4,Brazil,Hexapoda.Entognatha
c25e1fcbe560286980a0d48e8735f286,Iran,Hexapoda.Entognatha
4919fb869b6faf22c12e568677dd0e32,Spain,Hexapoda.Entognatha
905bea3e9062b205ac9a37874bab741f,West Midlands,Hexapoda.Entognatha
e54d7e78121d12950d96efe005db1202,New York State,Hexapoda.Entognatha
afe3ac55455f0e28b592a8bf8f8f370d,Europe,Hexapoda.Entognatha
afe3ac55455f0e28b592a8bf8f8f370d,French Guyana,Hexapoda.Entognatha
43ad86033748c1c825800a4c6cc3ac1d,Svalbard,Hexapoda.Entognatha
43ad86033748c1c825800a4c6cc3ac1d,Holland,Hexapoda.Entognatha
43ad86033748c1c825800a4c6cc3ac1d,Sweden,Hexapoda.Entognatha
0dcbca2a4f20803009348e290a42f10b,Norway,Hexapoda.Entognatha
0dcbca2a4f20803009348e290a42f10b,Sweden,Hexapoda.Entognatha
0dcbca2a4f20803009348e290a42f10b,Svalbard,Hexapoda.Entognatha
0dcbca2a4f20803009348e290a42f10b,Australia,Hexapoda.Entognatha
0dcbca2a4f20803009348e290a42f10b,New Zealand,Hexapoda.Entognatha
0dcbca2a4f20803009348e290a42f10b,Antarctica,Hexapoda.Entognatha
0dcbca2a4f20803009348e290a42f10b,Falkland Islands,Hexapoda.Entognatha
32cf5956352015395b9010abe4ce0dbb,"Ontario, Canada",Hexapoda.Entognatha
32cf5956352015395b9010abe4ce0dbb,"British Columbia, Canada",Hexapoda.Entognatha
dc0b79d81469e6b6940166227ee9129b,Netherlands,Hexapoda.Entognatha
de89a5fc15594362f7177a61c48284ca,Netherlands,Hexapoda.Entognatha
57313750a3f9716518068d884947b1d4,UK,Hexapoda.Entognatha
22394dff12b455b936012bf4d28c0559,Spain,Hexapoda.Entognatha
028dbba4111983608fb0370e3cf77ad4,Denmark,Hexapoda.Entognatha
4cc3477fb614d1c8954c13615373c262,Brazil,Hexapoda.Entognatha
f37a2a25345b0048507e4c526c1976ff,UK,Hexapoda.Entognatha
