"Study_site","file","Study_Name","Site_Name","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals"
"Finland PSA_6Margin","4643_Nieminen2011","Finland","PSA_6Margin","Observation",63.14133733,27.32792441,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",247.276,"g/m2",5,118.66666667
"Finland TOH_1Margin","4643_Nieminen2011","Finland","TOH_1Margin","Observation",63.82194767,24.16265016,NA,"Finland",9,2005,9,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,34.3,NA,NA,"Secondary vegetation","Herbaceous",3,"Number of species","Field margin - no trees",64.14533333,"g/m2",3,54.66666667
"Singh_India Beas River, Purana Shala XVII","000_Singh2016","Singh_India","Beas River, Purana Shala XVII","Observational",31.995,75.5097222,225,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,9.3,"Unknown",0.69,NA,NA,NA,NA,NA,88,NA,"Sandy loam","Along the river side","Along the river side",1,"Number of species","Along the river side",NA,NA,1,NA
"Singh_India Botanical Garden, Khalsa College, Amritsar III","000_Singh2016","Singh_India","Botanical Garden, Khalsa College, Amritsar III","Observational",32.0561944,75.4542222,220,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,9.15,"Unknown",1.28,NA,NA,NA,NA,NA,94,NA,"Sandy loam","Garden","Garden",3,"Number of species","Garden",NA,NA,3,NA
"Singh_India Company Bag, Amritsar V","000_Singh2016","Singh_India","Company Bag, Amritsar V","Observational",31.6387778,74.8543611,226,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.59,"Unknown",2.08,NA,NA,NA,NA,NA,90,NA,"Sandy loam","Garden","Garden",2,"Number of species","Garden",NA,NA,2,NA
"Singh_India Fatehgarh Churian XVI","000_Singh2016","Singh_India","Fatehgarh Churian XVI","Observational",31.8593889,74.9473333,241,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.9,"Unknown",2.78,NA,NA,NA,NA,NA,79,NA,"Sandy loam","Garden","Garden",1,"Number of species","Garden",NA,NA,1,NA
"Singh_India Government College, Ajnala I","000_Singh2016","Singh_India","Government College, Ajnala I","Observational",31.840611,74.737278,229,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.9,"Unknown",2.66,NA,NA,NA,NA,NA,83,NA,"Loam","Garden","Garden",2,"Number of species","Garden",NA,NA,2,NA
"Singh_India Government College, Gurdaspur XII","000_Singh2016","Singh_India","Government College, Gurdaspur XII","Observational",32.091,75.6399222,225,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.31,"Unknown",4.17,NA,NA,NA,NA,NA,82,NA,"Loam","Garden","Garden",2,"Number of species","Garden",NA,NA,2,NA
"Singh_India Indo Pak Border, Dera Baba Nanak XIX","000_Singh2016","Singh_India","Indo Pak Border, Dera Baba Nanak XIX","Observational",32.0468889,75.0277222,263,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.87,"Unknown",1.62,NA,NA,NA,NA,NA,89,NA,"Silt loam","Vegetable","Vegetable",1,"Number of species","Vegetable",NA,NA,1,NA
"Singh_India Mango Garden, Keshopur XIV","000_Singh2016","Singh_India","Mango Garden, Keshopur XIV","Observational",32.1247778,75.6740694,222,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.45,"Unknown",3.24,NA,NA,NA,NA,NA,83,NA,"Clay loam","Mango Garden","Mango Garden",1,"Number of species","Mango Garden",NA,NA,1,NA
"Singh_India Nursery, Guru Nanak Dev University, Amritsar VI","000_Singh2016","Singh_India","Nursery, Guru Nanak Dev University, Amritsar VI","Observational",32.0588889,75.3852778,221,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.03,"Unknown",2.2,NA,NA,NA,NA,NA,95,NA,"Loam","Nursery","Nursery",3,"Number of species","Nursery",NA,NA,3,NA
"Singh_India Nursery, Khalsa College, Amritsar II","000_Singh2016","Singh_India","Nursery, Khalsa College, Amritsar II","Observational",31.5062778,75.4541944,219,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,9.36,"Unknown",1.62,NA,NA,NA,NA,NA,82,NA,"Sandy clay loan","Flower","Flower",1,"Number of species","Flower",NA,NA,1,NA
"Singh_India Pandit Mohan Lal College, Gurdaspur XIII","000_Singh2016","Singh_India","Pandit Mohan Lal College, Gurdaspur XIII","Observational",32.0898889,75.6402,221,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.75,"Unknown",11.6,NA,NA,NA,NA,NA,80,NA,"Loam","Garden","Garden",2,"Number of species","Garden",NA,NA,2,NA
"Singh_India Rainbow Resort, Attari X","000_Singh2016","Singh_India","Rainbow Resort, Attari X","Observational",31.6015444,74.686,211,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,9.33,"Unknown",3.24,NA,NA,NA,NA,NA,86,NA,"Sandy loam","Garden","Garden",2,"Number of species","Garden",NA,NA,2,NA
"Singh_India Ramdass VII","000_Singh2016","Singh_India","Ramdass VII","Observational",31.9590556,74.9166111,242,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.97,"Unknown",2.08,NA,NA,NA,NA,NA,91,NA,"Loam","Paddy field","Paddy field",1,"Number of species","Paddy field",NA,NA,1,NA
"Singh_India Village Chinna VIII","000_Singh2016","Singh_India","Village Chinna VIII","Observational",31.7588889,74.7824167,229,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,9.12,"Unknown",3.36,NA,NA,NA,NA,NA,89,NA,"Loam","Paddy field","Paddy field",2,"Number of species","Paddy field",NA,NA,2,NA
"Singh_India Village Dhanda XVIII","000_Singh2016","Singh_India","Village Dhanda XVIII","Observational",31.8836056,74.9636111,243,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.79,"Unknown",1.85,NA,NA,NA,NA,NA,86,NA,"Sandy loam","Paddy","Paddy field",1,"Number of species","Paddy",NA,NA,1,NA
"Singh_India Village Dharamkot XX","000_Singh2016","Singh_India","Village Dharamkot XX","Observational",32.0229722,74.9684722,257,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.81,"Unknown",3.01,NA,NA,NA,NA,NA,82,NA,"Sandy loam","Sugarcane","Sugarcane",1,"Number of species","Sugarcane",NA,NA,1,NA
"Singh_India Village Ghrinda IX","000_Singh2016","Singh_India","Village Ghrinda IX","Observational",31.6139167,74.6631944,213,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.77,"Unknown",2.43,NA,NA,NA,NA,NA,84,NA,"Sandy loam","Guava Garden","Guava Garden",2,"Number of species","Guava Garden",NA,NA,2,NA
"Singh_India Village Othiyan IV","000_Singh2016","Singh_India","Village Othiyan IV","Observational",31.6456389,74.9556111,244,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.8,"Unknown",3.59,NA,NA,NA,NA,NA,92,NA,"Sandy loam","Wheat","Wheat",1,"Number of species","Wheat",NA,NA,1,NA
"Singh_India Village Sangatpura XI","000_Singh2016","Singh_India","Village Sangatpura XI","Observational",32.286,75.5268889,216,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.81,"Unknown",8.46,NA,NA,NA,NA,NA,83,NA,"Loam","Paddy","Paddy field",2,"Number of species","Paddy",NA,NA,2,NA
"Singh_India Village Shangewali XXI","000_Singh2016","Singh_India","Village Shangewali XXI","Observational",31.8991944,74.9316944,270,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.99,"Unknown",3.94,NA,NA,NA,NA,NA,81,NA,"Loam","Eucalyptus field","Eucalyptus field",1,"Number of species","Eucalyptus field",NA,NA,1,NA
"Singh_India Village Talwandi Rama XV","000_Singh2016","Singh_India","Village Talwandi Rama XV","Observational",31.9481389,74.9914444,235,"India",NA,NA,NA,NA,"Hand sorting",900,"cm2",1,8.88,"Unknown",0.92,NA,NA,NA,NA,NA,88,NA,"Sandy loam","Vegetables","Vegetables",1,"Number of species","Vegetables",NA,NA,1,NA
"bartz_earthworms CP","000_Bartz2014","bartz_earthworms","CP","Observation",-23.4,-51.3166667,688,"Brazil",3,2008,3,2009,"Hand sorting",400,"m4",5,4.5,"Other",NA,NA,NA,NA,NA,NA,NA,NA,"Rhodic hapludox","Production - Crop plantations","Unknown/Other",2,"Number of species","Coffea arabica L. cv. Mundo Novo",NA,NA,2,19
"bartz_earthworms NF","000_Bartz2014","bartz_earthworms","NF","Observation",-23.4,-51.3166667,699,"Brazil",3,2008,3,2009,"Hand sorting",400,"m2",5,4.2,"Other",NA,NA,NA,NA,NA,NA,NA,NA,"Rhodic hapludox","Primary vegetation","Broadleaf evergreen forest",5,"Number of species","Mixed ombrophlilous secondary forest",NA,NA,5,69
"bartz_earthworms NT","000_Bartz2014","bartz_earthworms","NT","Observation",-23.38,-51.35795,675,"Brazil",3,2008,3,2009,"Hand sorting",400,"m5",5,5.5,"Other",NA,NA,NA,NA,NA,NA,NA,NA,"Rhodic hapludox","Production - Arable","Cropland",6,"Number of species","No-tillage with crop rotation (soybean, corn, wheat, oats)",NA,NA,7,66
"bartz_earthworms PA","000_Bartz2014","bartz_earthworms","PA","Observation",-23.4,-51.3,666,"Brazil",3,2008,3,2009,"Hand sorting",400,"m3",5,5.4,"Other",NA,NA,NA,NA,NA,NA,NA,NA,"Rhodic hapludox","Pasture","Herbaceous",7,"Number of species","Brachiaria sp.",NA,NA,8,525
"bartz_earthworms SNT","000_Bartz2014","bartz_earthworms","SNT","Observation",-23.4,-51.3166667,700,"Brazil",3,2008,3,2009,"Hand sorting",400,"m6",5,6.6,"Other",NA,NA,NA,NA,NA,NA,NA,NA,"Rhodic hapludox","Production - Arable","Cropland",3,"Number of species","No-tillage with crop succession (coybean, corn, wheat)",NA,NA,3,64
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6,"H20",NA,NA,NA,NA,NA,NA,29.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,33.6,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_1","46_Kernecker2015","Kernecker1","1_AG_RIP_1","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.41,"H20",NA,NA,NA,NA,NA,NA,36.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,11,17
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7,"H20",NA,NA,NA,NA,NA,NA,27.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.68,"H20",NA,NA,NA,NA,NA,NA,29.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.7,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_2","46_Kernecker2015","Kernecker1","1_AG_RIP_2","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.36,"H20",NA,NA,NA,NA,NA,NA,35.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,12
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.64,"H20",NA,NA,NA,NA,NA,NA,25.5,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.04,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
"Kernecker1 1_AG_RIP_3","46_Kernecker2015","Kernecker1","1_AG_RIP_3","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7.15,"H20",NA,NA,NA,NA,NA,NA,59.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,4,4
"Kernecker1 1_AG_RIP_4","46_Kernecker2015","Kernecker1","1_AG_RIP_4","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.34,"H20",NA,NA,NA,NA,NA,NA,26.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,8,14
"Kernecker1 1_AG_RIP_4","46_Kernecker2015","Kernecker1","1_AG_RIP_4","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.58,"H20",NA,NA,NA,NA,NA,NA,28.4,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,8,14
"Kernecker1 1_AG_RIP_4","46_Kernecker2015","Kernecker1","1_AG_RIP_4","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.61,"H20",NA,NA,NA,NA,NA,NA,35.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,8,14
"Kernecker1 1_AG_RIP_4","46_Kernecker2015","Kernecker1","1_AG_RIP_4","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.79,"H20",NA,NA,NA,NA,NA,NA,33.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,8,14
"Kernecker1 1_AG_RIP_5","46_Kernecker2015","Kernecker1","1_AG_RIP_5","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.81,"H20",NA,NA,NA,NA,NA,NA,30.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,10
"Kernecker1 1_AG_RIP_5","46_Kernecker2015","Kernecker1","1_AG_RIP_5","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.78,"H20",NA,NA,NA,NA,NA,NA,26.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,10
"Kernecker1 1_AG_RIP_5","46_Kernecker2015","Kernecker1","1_AG_RIP_5","Observation",45.131073,-72.992735,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.56,"H20",NA,NA,NA,NA,NA,NA,27.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,10
"Kernecker1 1_AG_UP_10","46_Kernecker2015","Kernecker1","1_AG_UP_10","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.23,"H20",NA,NA,NA,NA,NA,NA,28.7,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,4,7
"Kernecker1 1_AG_UP_10","46_Kernecker2015","Kernecker1","1_AG_UP_10","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.39,"H20",NA,NA,NA,NA,NA,NA,37.4,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,4,7
"Kernecker1 1_AG_UP_10","46_Kernecker2015","Kernecker1","1_AG_UP_10","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.85,"H20",NA,NA,NA,NA,NA,NA,28.6,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,4,7
"Kernecker1 1_AG_UP_10","46_Kernecker2015","Kernecker1","1_AG_UP_10","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.38,"H20",NA,NA,NA,NA,NA,NA,30.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,4,7
"Kernecker1 1_AG_UP_6","46_Kernecker2015","Kernecker1","1_AG_UP_6","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.81,"H20",NA,NA,NA,NA,NA,NA,30.9,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,3,4
"Kernecker1 1_AG_UP_6","46_Kernecker2015","Kernecker1","1_AG_UP_6","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.47,"H20",NA,NA,NA,NA,NA,NA,35.9,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,3,4
"Kernecker1 1_AG_UP_6","46_Kernecker2015","Kernecker1","1_AG_UP_6","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.69,"H20",NA,NA,NA,NA,NA,NA,30.2,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,3,4
"Kernecker1 1_AG_UP_7","46_Kernecker2015","Kernecker1","1_AG_UP_7","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.41,"H20",NA,NA,NA,NA,NA,NA,51.2,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,7,10
"Kernecker1 1_AG_UP_7","46_Kernecker2015","Kernecker1","1_AG_UP_7","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.82,"H20",NA,NA,NA,NA,NA,NA,26.4,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,7,10
"Kernecker1 1_AG_UP_7","46_Kernecker2015","Kernecker1","1_AG_UP_7","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.63,"H20",NA,NA,NA,NA,NA,NA,38.6,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,7,10
"Kernecker1 1_AG_UP_7","46_Kernecker2015","Kernecker1","1_AG_UP_7","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.34,"H20",NA,NA,NA,NA,NA,NA,34.8,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,7,10
"Kernecker1 1_AG_UP_8","46_Kernecker2015","Kernecker1","1_AG_UP_8","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.39,"H20",NA,NA,NA,NA,NA,NA,36.4,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,2,3
"Kernecker1 1_AG_UP_8","46_Kernecker2015","Kernecker1","1_AG_UP_8","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.21,"H20",NA,NA,NA,NA,NA,NA,37.8,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,2,3
"Kernecker1 1_AG_UP_9","46_Kernecker2015","Kernecker1","1_AG_UP_9","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.57,"H20",NA,NA,NA,NA,NA,NA,30.6,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,3,3
"Kernecker1 1_AG_UP_9","46_Kernecker2015","Kernecker1","1_AG_UP_9","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.37,"H20",NA,NA,NA,NA,NA,NA,35.3,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,3,3
"Kernecker1 1_AG_UP_9","46_Kernecker2015","Kernecker1","1_AG_UP_9","Observation",45.13118,-72.99153417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.26,"H20",NA,NA,NA,NA,NA,NA,30.9,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,3,3
"Kernecker1 1_FOR_RIP_11","46_Kernecker2015","Kernecker1","1_FOR_RIP_11","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.82,"H20",NA,NA,NA,NA,NA,NA,30.7,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,8,26
"Kernecker1 1_FOR_RIP_11","46_Kernecker2015","Kernecker1","1_FOR_RIP_11","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.96,"H20",NA,NA,NA,NA,NA,NA,28.4,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,8,26
"Kernecker1 1_FOR_RIP_11","46_Kernecker2015","Kernecker1","1_FOR_RIP_11","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7.29,"H20",NA,NA,NA,NA,NA,NA,30.9,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,8,26
"Kernecker1 1_FOR_RIP_11","46_Kernecker2015","Kernecker1","1_FOR_RIP_11","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.77,"H20",NA,NA,NA,NA,NA,NA,23.7,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,8,26
"Kernecker1 1_FOR_RIP_12","46_Kernecker2015","Kernecker1","1_FOR_RIP_12","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7.08,"H20",NA,NA,NA,NA,NA,NA,30.2,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,14,42
"Kernecker1 1_FOR_RIP_12","46_Kernecker2015","Kernecker1","1_FOR_RIP_12","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.74,"H20",NA,NA,NA,NA,NA,NA,26.7,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,14,42
"Kernecker1 1_FOR_RIP_12","46_Kernecker2015","Kernecker1","1_FOR_RIP_12","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.07,"H20",NA,NA,NA,NA,NA,NA,24.8,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,14,42
"Kernecker1 1_FOR_RIP_12","46_Kernecker2015","Kernecker1","1_FOR_RIP_12","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7.14,"H20",NA,NA,NA,NA,NA,NA,33.1,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,14,42
"Kernecker1 1_FOR_RIP_13","46_Kernecker2015","Kernecker1","1_FOR_RIP_13","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7.38,"H20",NA,NA,NA,NA,NA,NA,37,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,7,53
"Kernecker1 1_FOR_RIP_13","46_Kernecker2015","Kernecker1","1_FOR_RIP_13","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.78,"H20",NA,NA,NA,NA,NA,NA,20.9,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,7,53
"Kernecker1 1_FOR_RIP_13","46_Kernecker2015","Kernecker1","1_FOR_RIP_13","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.11,"H20",NA,NA,NA,NA,NA,NA,39,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,7,53
"Kernecker1 1_FOR_RIP_13","46_Kernecker2015","Kernecker1","1_FOR_RIP_13","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.98,"H20",NA,NA,NA,NA,NA,NA,25.4,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,7,53
"Kernecker1 1_FOR_RIP_14","46_Kernecker2015","Kernecker1","1_FOR_RIP_14","Observation",45.128731,-72.99334617,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.93,"H20",NA,NA,NA,NA,NA,NA,36.8,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,9,47
